nina oviedo,feedback,laurienancy,thomas roberts,dan and gail lamb,mary lamb,richard seamon,pruitt ken web,hogan karen,arduin donna,editors,governorowens,bush,denver stutler,sasser charla,mailbag,governor rowland,craig c wash,comments,johnmccain,auto,goffice,manatee,bill block,sheila thompson,betty hampton,the google team,jennings toni,robert conklin,stormcon,greatschools,elizabeth iglesias,flgovernor,slbcks,marsha and david miller,langford brandi,mike frey,sarah bauer,askdoj,paul boyer,flakendolan,judy reed,kevin finnegan,mark brodkin,magill jim,pamala lopez,medows rhonda m d,fbi,timothy dolan,mike bagley,stutler denver,oviedo nina,jsnow,drudge,jill bratina,gov,john hennessey jhennesey,meta calder,bobgraham,karen hogan,bob sharpe,bob sullivan,albuquerque,melissa freedman,kathleen shanahan,news,donna arduin,jill randolph,rhonda m d medows,groupssupport,mspwebmaster,bryan finnegan,penny anderson,beth dean,senator,wainwright tara,letters,debby cox,jdrummond,bratina jill,fobannon,webmail,stormwater,president,martine gubernat,eric mueller,anne sims,bryan p finnegan,caroline rabbitt,senatorlott,dana pam,support,craigmanson,levine alan,roy lamb,jeb,community development,mock roos,editor,vice president,luke hamlin,oreilly,king james web,jstewart,linda sarangoulis,redmond,kelly ratchinsky,stpd,freedman melissa,speakerbyrd,daniel hockensmith,scott althouse,hadi lucy,webmaster,tampa,info,carlton lisa web,flatimdolan,br kevin m finnegan,governor,ernie nelson,jim magill,struhs david,carla m lamb,voice,althea parrish,charlotte,alan levine,ag,alan florez,rodriguez raquel,terrie lamb,nancy and harry foote,codeauthor,maria calderon,toni jennings,mandy xxxxxx,editor zzzzzzzzzzzzz,newsroom,blanca,samhamilton,senatorleahy,turbeville greg,shanahan kathleen,dale majewski,rigov,kyle bruce,robert walker,sarah cortevile,steve gilkey,captain warren,jlamb,steve and shannon lundberg,faraj alia,amber lamb,chicago,constantine lee web,pamella dana,karl thompson,hank nix,kathy lamb,a e van vandever,opinion
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,78.83953,370.21338,55.09973,570.2078,295.1088,205.10332,0,0,0,0,0,0,56.24027,0,0,0,590.20294,114.618996,0,0,0,0,331.51102,125.09866,0,0,0,195.1027,85.09927,490.2207,530.2176,162.66075,115.098816,315.11002,0,275.10757,155.10027,0,235.10515,0,420.21643,380.214,325.11063,0,245.10576,0,201.72313,76.27945,285.1082,120.20929,51.250084,440.21765,0,0,0,450.21826,0,64.13999,0,0,640.19073,0,0,165.69946,56.539913,0,0,0,0,0,640.19073,220.20424,640.19073,250.9844,0,406.83276,550.2127,470.21948,122.90943,0,0,75.09943,164.91087,305.1094,520.22003,640.19073,635.092,610.19806,0,57.800175,0,0,73.71007,340.21155,84.38956,600.2005,265.10696,264.7464,72.64006,183.602,0,94.85932,430.47705,360.21277,210.20363,390.2146,0,0,92.09932,560.21027,135.09904,0,116.019516,72.63948,335.26547,0,103.31909,640.19073,79.83981,510.22192,0,0,620.1956,0,640.19073,60.019714,50.51017,708.13293,0,0,65.09958,255.10637,0,335.11124,0,345.11185,540.21515,0,640.19073,0,0,0,238.51028,580.2054,0,0,185.1021,145.09966,95.09912,630.1932,251.16614,105.09897,0,640.19073,72.49947,0,0,410.21582,480.2201,395.1149,640.19073,0
4.5599976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6599987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.719997,0,0,0,0,5.0199976,0,0,0,4.9799976,23.960028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.379994,0,3.8599987,0,0,0,0,0,3.6599987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.419998,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755.3626,0,0,0,0,0,0,0,0,0,755.3626,0,755.3626,0,0,0,0,0,0,0,0,0,0,0,0,755.3626,749.3641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755.3626,0,0,0,0,0,0,755.3626,0,0,0,0,0,0,0,0,0,0,0,0,0,755.3626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755.3626,0,0,0,0,0,0,755.3626,0
0,132.87917,0,0,0,0,0,0,0,0,79.89942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.59954,0,0,0,0,0,0,0,0,0,0,0,82.639565,0,0,0,0,0,0,0,0,164.5411,0,667.65906,0,0,0,0,0,0,82.87943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433.41406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.75876,0,366.41083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422.51657,0,0,0,0,0,0,0,0,0,422.51657,0,422.51657,0,0,0,0,0,0,0,0,0,0,0,0,422.51657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422.51657,0,0,0,0,0,0,422.51657,0,0,0,0,0,0,0,0,0,0,0,0,0,422.51657,0,0,0,0,0,0,0,0,0,0,416.01617,0,0,0,422.51657,0,0,0,0,0,0,422.51657,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.10057,0,0,0,0,0,0,0,0,0,160.10057,0,160.10057,0,0,0,0,0,0,0,0,0,0,0,0,160.10057,158.80049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.10057,0,0,0,0,0,0,160.10057,0,0,0,0,0,0,0,0,0,0,0,0,0,160.10057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.10057,0,0,0,0,0,0,160.10057,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.70604,0,0,0,0,0,0,0,0,0,249.70604,0,249.70604,0,0,0,0,0,0,0,0,0,0,0,0,249.70604,247.70592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.70604,0,0,0,0,0,0,249.70604,0,0,0,0,0,0,0,0,0,0,0,0,0,249.70604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.70604,0,0,0,0,0,0,249.70604,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.89891,0,0,0,0,0,0,0,0,0,108.89891,0,108.89891,0,0,0,0,0,0,0,0,0,0,0,0,108.89891,107.998924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.89891,0,0,0,0,0,0,108.89891,0,0,0,0,0,0,0,0,0,0,0,0,0,108.89891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.89891,0,0,0,0,0,0,108.89891,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627.39386,0,0,0,0,0,0,0,0,0,627.39386,0,627.39386,0,0,0,0,0,0,0,0,0,0,0,0,627.39386,622.3951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627.39386,0,0,0,0,0,0,627.39386,0,0,0,0,0,0,0,0,0,0,0,0,0,627.39386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627.39386,0,0,0,0,0,0,627.39386,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678.58136,0,0,0,0,0,0,0,0,0,678.58136,0,678.58136,0,0,0,0,0,0,0,0,0,0,0,0,678.58136,673.1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678.58136,0,0,0,0,0,0,678.58136,0,0,0,0,0,0,0,0,0,0,0,0,0,678.58136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678.58136,0,0,0,0,0,0,678.58136,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.20015,0,172.8415,0,0,0,0,0,0,73.03963,0,0,0,0,0,0,0,0,0,0,0,71.179565,0,0,114.91892,0,0,0,70.57954,0,0,0,0,0,0,75.79946,0,0,0,0,0,94.299416,0,0,0,72.75955,0,0,0,0,0,0,0,0,87.39927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.29979,0,0,0,0,0,0,0,0,0,147.29979,0,147.29979,0,0,0,0,0,0,0,0,0,0,0,0,147.29979,146.09972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.29979,0,0,0,0,0,0,147.29979,0,0,0,0,0,0,0,0,0,0,0,0,0,147.29979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.29979,0,0,0,0,0,0,147.29979,0
